Time,Type,Trial,L Dia [mm],L Area [mm],R Dia [mm],R Area [mm],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Trigger
556138756,SMP,1,5.91,5.55,5.73,5.91,418.34,431.06,440.25,459.12,0
556140755,SMP,1,6.09,5.73,5.73,5.91,421.45,428.03,435.95,454.77,0
556142748,SMP,1,5.91,5.73,5.73,5.91,417.61,423.1,437.76,462.11,0
556144767,SMP,1,5.91,5.73,5.73,5.73,419.5,419.49,442.03,458.31,0
556146756,SMP,1,5.91,5.73,5.73,5.91,422.88,426.17,436.03,454.38,0
556148763,SMP,1,5.91,5.73,5.73,5.91,420.33,423.84,442.49,461.86,0
556150756,SMP,1,5.91,5.73,5.73,5.73,420.73,427.03,441.16,459.07,0
556152757,SMP,1,5.91,5.73,5.73,5.73,419.28,427.23,441.77,447.19,0
556154759,SMP,1,5.91,5.73,5.73,5.91,422.89,424.09,438.24,456.22,0
556156761,SMP,1,5.91,5.73,5.73,5.91,419.78,426.78,444.92,463.68,0
556158810,SMP,1,5.91,5.73,5.91,5.91,418.95,426.03,438.77,458.56,0
556160754,SMP,1,6.09,5.73,5.73,5.73,417.96,426.3,440.71,458.38,0
556162743,SMP,1,5.91,5.73,5.73,5.91,419.16,422.77,435.79,454.38,0
556164732,SMP,1,5.91,5.73,5.73,5.91,426.12,431.89,437.62,455.86,0
556166759,SMP,1,5.91,5.73,5.91,5.73,421.62,430.2,439.52,460.06,0
556168760,SMP,1,5.91,5.73,5.91,5.91,417.37,423.37,433.02,451.03,0
556170748,SMP,1,5.91,5.91,5.73,5.91,420.93,420.57,440.61,454.92,0
556172760,SMP,1,5.91,5.73,5.73,5.91,418.97,428.39,435.26,460.2,0
556174756,SMP,1,5.91,5.91,5.73,5.73,417.31,424.82,439.15,456.02,0
556176757,SMP,1,6.09,5.73,5.91,5.73,418.07,425.37,438.43,453.94,0
556178756,SMP,1,5.91,5.73,5.73,5.91,420.66,432.11,443.16,455.7,0
556180754,SMP,1,5.91,5.73,5.73,5.91,419.95,431.01,436.48,459.07,0
556182754,SMP,1,5.91,5.73,5.73,5.73,417.2,435.21,435.65,460.27,0
556184766,SMP,1,5.91,5.73,5.91,5.91,416.88,426.64,440.39,457.72,0
556186767,SMP,1,5.91,5.73,5.73,5.91,417.08,427.07,434.78,458.28,0
556188768,SMP,1,5.91,5.73,5.73,5.91,419.08,424.93,439.34,452.45,0
556190766,SMP,1,5.91,5.73,5.73,5.91,418.26,436.14,437.78,456.86,0
556192765,SMP,1,5.91,5.91,5.73,5.91,416.54,433.15,443.48,455.33,0
556194767,SMP,1,5.91,5.73,5.73,5.73,416.91,437.03,438.11,457.82,0
556196772,SMP,1,5.91,5.91,5.91,5.73,426.7,426.11,449.69,454.99,0
556198778,SMP,1,5.91,5.73,5.73,5.91,418.28,435.01,443.02,438.92,0
556200768,SMP,1,5.91,5.73,5.73,5.91,418.86,429.28,431.36,453.41,0
556202754,SMP,1,5.91,5.73,5.91,5.91,422.75,430.33,440.21,457.25,0
556204759,SMP,1,5.91,5.73,5.73,5.91,418.59,427.43,441.53,447.55,0
556206769,SMP,1,6.09,5.91,5.73,5.91,421.99,431.72,439.98,460.07,0
556208758,SMP,1,5.91,5.73,5.91,5.91,420.37,434.24,440.61,460.02,0
556210781,SMP,1,6.09,5.73,6.09,5.91,419.19,428.15,436.69,463.36,0
556212771,SMP,1,5.91,5.91,5.91,5.91,417.81,433.11,435.59,458.03,0
556214765,SMP,1,5.91,5.91,6.09,5.91,418.2,433.53,436.24,463.05,0
556216765,SMP,1,5.91,5.91,5.91,5.91,415.85,431.32,443.01,459.22,0
556218767,SMP,1,5.91,5.73,5.91,5.91,414.18,424.03,436.23,456.89,0
556220768,SMP,1,5.91,5.73,5.91,5.91,415.72,436.86,439.32,458.3,0
556222769,SMP,1,5.91,5.73,5.91,5.91,418.19,434.42,433.32,461.39,0
556224766,SMP,1,5.91,5.91,5.73,5.91,419.07,429.09,438.67,455.47,0
556226767,SMP,1,6.09,5.73,5.91,5.91,417.78,435.93,438.33,462.66,0
556228767,SMP,1,5.91,5.73,5.91,5.91,420.67,443.28,440.28,465.14,0
556230775,SMP,1,6.09,5.91,6.09,5.91,418.36,436.02,439.36,460.12,0
556232776,SMP,1,5.91,5.91,5.91,5.91,424.14,437.16,438.15,459.11,0
556234777,SMP,1,5.91,5.73,5.91,5.91,426.16,436.99,436.8,459.1,0
556236777,SMP,1,5.91,5.73,5.91,5.91,420.9,430.22,437.62,458.73,0
556238832,SMP,1,5.91,5.73,5.91,5.91,429.1,438.22,431.94,465.78,0
556240781,SMP,1,5.91,5.91,5.73,5.91,417.59,430.5,437.12,457.8,0
556242787,SMP,1,5.91,5.73,5.91,5.91,418.81,435.2,434.33,458.27,0
556244778,SMP,1,5.91,5.73,5.91,5.91,420.83,437.07,441.92,449.42,0
556246779,SMP,1,5.91,5.73,6.09,5.91,424.19,432.39,422.49,457.09,0
556248769,SMP,1,6.09,5.73,5.91,5.91,432.5,431.67,429.47,460.94,0
556250779,SMP,1,5.91,5.91,5.91,5.91,448.51,430.56,443.73,465.66,0
556252779,SMP,1,6.09,5.91,5.91,5.91,458.05,434.66,467.36,458.28,0
556254778,SMP,1,5.91,5.73,6.09,6.09,454.73,433.29,472.0,453.81,0
556256779,SMP,1,6.09,5.91,5.91,5.91,478.89,436.7,490.39,469.4,0
556258768,SMP,1,5.91,5.91,6.09,5.91,504.88,431.05,520.87,463.92,0
556260790,SMP,1,6.09,6.09,5.91,5.91,504.59,442.55,525.07,451.07,0
